"EP_Plotid","Year","Species","TreesPerHa"
"HEW45",2015,"Genus2_epithet2",793
"HEW46",2015,"Genus2_epithet2",537
"HEW47",2015,"Genus2_epithet2",619
"HEW48",2015,"Genus2_epithet2",582
"HEW49",2015,"Genus2_epithet2",858
"HEW25",2015,"Genus2_epithet2",189
"SEG27",2015,"Genus2_epithet2",871
"SEG28",2015,"Genus2_epithet2",91
"SEG29",2015,"Genus2_epithet2",658
"SEG30",2015,"Genus2_epithet2",959
"SEG31",2015,"Genus2_epithet2",689
"SEG32",2015,"Genus2_epithet2",208
"SEG33",2015,"Genus2_epithet2",90
"SEG34",2015,"Genus2_epithet2",326
"SEG35",2015,"Genus2_epithet2",466
"SEG36",2015,"Genus2_epithet2",962
"SEG37",2015,"Genus2_epithet2",89
"SEG38",2015,"Genus2_epithet2",198
"SEG39",2015,"Genus2_epithet2",732
"SEG40",2015,"Genus2_epithet2",105
"SEG41",2015,"Genus2_epithet2",989
"SEG42",2015,"Genus2_epithet2",264
"SEG43",2015,"Genus2_epithet2",475
"SEG44",2015,"Genus2_epithet2",380
"SEG45",2015,"Genus2_epithet2",641
"SEG46",2015,"Genus2_epithet2",609
"AEG1",2015,"Genus2_epithet2",635
"AEG2",2015,"Genus2_epithet2",923
"AEG3",2015,"Genus2_epithet2",615
"AEG4",2015,"Genus2_epithet2",524
"AEG5",2015,"Genus2_epithet2",612
"AEG6",2015,"Genus2_epithet2",406
"AEG7",2015,"Genus2_epithet2",680
"AEG8",2015,"Genus2_epithet2",640
"AEG9",2015,"Genus2_epithet2",72
"AEG10",2015,"Genus2_epithet2",363
"AEG11",2015,"Genus2_epithet2",766
"AEG12",2015,"Genus2_epithet2",894
"AEG13",2015,"Genus2_epithet2",442
"AEG14",2015,"Genus2_epithet2",725
"AEG15",2015,"Genus2_epithet2",380
"AEG16",2015,"Genus2_epithet2",32
"AEG17",2015,"Genus2_epithet2",641
"AEG18",2015,"Genus2_epithet2",212
"AEG19",2015,"Genus2_epithet2",635
"SEG47",2015,"Genus2_epithet2",892
"SEG48",2015,"Genus2_epithet2",319
"SEG49",2015,"Genus2_epithet2",363
"SEG50",2015,"Genus2_epithet2",847
"AEG25",2015,"Genus2_epithet2",637
"AEG26",2015,"Genus2_epithet2",694
"AEG27",2015,"Genus2_epithet2",655
"AEG28",2015,"Genus2_epithet2",486
"AEG29",2015,"Genus2_epithet2",943
"AEG30",2015,"Genus2_epithet2",141
"AEG31",2015,"Genus2_epithet2",324
"AEG32",2015,"Genus2_epithet2",807
"AEG33",2015,"Genus2_epithet2",195
"AEG34",2015,"Genus2_epithet2",794
"AEG35",2015,"Genus2_epithet2",394
"AEG36",2015,"Genus2_epithet2",825
"AEG37",2015,"Genus2_epithet2",383
"AEG38",2015,"Genus2_epithet2",609
"AEG39",2015,"Genus2_epithet2",718
"AEG40",2015,"Genus2_epithet2",568
"AEG41",2015,"Genus2_epithet2",835
"AEG20",2015,"Genus2_epithet2",604
"AEG21",2015,"Genus2_epithet2",557
"AEG22",2015,"Genus2_epithet2",65
"AEG23",2015,"Genus2_epithet2",705
"AEG24",2015,"Genus2_epithet2",786
"AEG46",2015,"Genus2_epithet2",150
"AEG47",2015,"Genus2_epithet2",919
"AEG48",2015,"Genus2_epithet2",643
"AEG49",2015,"Genus2_epithet2",535
"AEG50",2015,"Genus2_epithet2",642
"AEW1",2015,"Genus2_epithet2",853
"AEW2",2015,"Genus2_epithet2",836
"AEW3",2015,"Genus2_epithet2",211
"AEW4",2015,"Genus2_epithet2",837
"AEW5",2015,"Genus2_epithet2",375
"AEW6",2015,"Genus2_epithet2",438
"AEW7",2015,"Genus2_epithet2",654
"AEW8",2015,"Genus2_epithet2",525
"AEW9",2015,"Genus2_epithet2",982
"AEW10",2015,"Genus2_epithet2",470
"AEG42",2015,"Genus2_epithet2",496
"AEG43",2015,"Genus2_epithet2",640
"AEG44",2015,"Genus2_epithet2",475
"AEG45",2015,"Genus2_epithet2",14
"AEW15",2015,"Genus2_epithet2",214
"AEW16",2015,"Genus2_epithet2",536
"AEW17",2015,"Genus2_epithet2",362
"AEW18",2015,"Genus2_epithet2",449
"AEW19",2015,"Genus2_epithet2",468
"AEW20",2015,"Genus2_epithet2",378
"AEW21",2015,"Genus2_epithet2",766
"AEW22",2015,"Genus2_epithet2",696
"AEW23",2015,"Genus2_epithet2",953
"AEW24",2015,"Genus2_epithet2",904
"AEW25",2015,"Genus2_epithet2",964
"AEW26",2015,"Genus2_epithet2",945
"AEW27",2015,"Genus2_epithet2",583
"AEW28",2015,"Genus2_epithet2",953
"AEW29",2015,"Genus2_epithet2",863
"AEW30",2015,"Genus2_epithet2",984
"AEW31",2015,"Genus2_epithet2",839
"AEW11",2015,"Genus2_epithet2",245
"AEW12",2015,"Genus2_epithet2",530
"AEW13",2015,"Genus2_epithet2",645
"AEW14",2015,"Genus2_epithet2",657
"AEW37",2015,"Genus2_epithet2",824
"AEW38",2015,"Genus2_epithet2",974
"AEW39",2015,"Genus2_epithet2",997
"AEW40",2015,"Genus2_epithet2",255
"AEW41",2015,"Genus2_epithet2",88
"AEW42",2015,"Genus2_epithet2",225
"AEW43",2015,"Genus2_epithet2",707
"AEW44",2015,"Genus2_epithet2",517
"AEW45",2015,"Genus2_epithet2",407
"AEW46",2015,"Genus2_epithet2",55
"AEW47",2015,"Genus2_epithet2",790
"AEW48",2015,"Genus2_epithet2",934
"AEW49",2015,"Genus2_epithet2",762
"AEW50",2015,"Genus2_epithet2",125
"HEG1",2015,"Genus2_epithet2",650
"HEG2",2015,"Genus2_epithet2",524
"HEG3",2015,"Genus2_epithet2",936
"AEW32",2015,"Genus2_epithet2",138
"AEW33",2015,"Genus2_epithet2",661
"AEW34",2015,"Genus2_epithet2",284
"AEW35",2015,"Genus2_epithet2",83
"AEW36",2015,"Genus2_epithet2",259
"HEG9",2015,"Genus2_epithet2",372
"HEG10",2015,"Genus2_epithet2",933
"HEG11",2015,"Genus2_epithet2",138
"HEG12",2015,"Genus2_epithet2",733
"HEG13",2015,"Genus2_epithet2",234
"HEG14",2015,"Genus2_epithet2",406
"HEG15",2015,"Genus2_epithet2",673
"HEG16",2015,"Genus2_epithet2",133
"HEG17",2015,"Genus2_epithet2",824
"HEG18",2015,"Genus2_epithet2",439
"HEG19",2015,"Genus2_epithet2",243
"HEG20",2015,"Genus2_epithet2",518
"HEG21",2015,"Genus2_epithet2",944
"HEG22",2015,"Genus2_epithet2",880
"HEG23",2015,"Genus2_epithet2",674
"HEG24",2015,"Genus2_epithet2",290
"HEG25",2015,"Genus2_epithet2",342
"HEG4",2015,"Genus2_epithet2",476
"HEG5",2015,"Genus2_epithet2",577
"HEG6",2015,"Genus2_epithet2",190
"HEG7",2015,"Genus2_epithet2",628
"HEG8",2015,"Genus2_epithet2",566
"HEG26",2015,"Genus2_epithet2",8
"HEG27",2015,"Genus2_epithet2",591
"HEG28",2015,"Genus2_epithet2",415
"HEG29",2015,"Genus2_epithet2",187
"HEG30",2015,"Genus2_epithet2",122
"HEG31",2015,"Genus2_epithet2",547
"HEG32",2015,"Genus2_epithet2",188
"HEG33",2015,"Genus2_epithet2",295
"HEG34",2015,"Genus2_epithet2",712
"HEG35",2015,"Genus2_epithet2",354
"HEG36",2015,"Genus2_epithet2",385
"HEG37",2015,"Genus2_epithet2",830
"HEG38",2015,"Genus2_epithet2",379
"HEG39",2015,"Genus2_epithet2",748
"HEG40",2015,"Genus2_epithet2",661
"HEG41",2015,"Genus2_epithet2",937
"HEG42",2015,"Genus2_epithet2",138
"HEG43",2015,"Genus2_epithet2",192
"HEG44",2015,"Genus2_epithet2",634
"HEG45",2015,"Genus2_epithet2",596
"HEG46",2015,"Genus2_epithet2",275
"HEG47",2015,"Genus2_epithet2",556
"HEG48",2015,"Genus2_epithet2",509
"HEG49",2015,"Genus2_epithet2",986
"HEG50",2015,"Genus2_epithet2",457
"HEW13",2015,"Genus3_spec",911
"SEG14",2015,"Genus3_spec",745
"SEG15",2015,"Genus3_spec",290
"SEG16",2015,"Genus3_spec",428
"SEG17",2015,"Genus3_spec",125
"SEG18",2015,"Genus3_spec",406
"SEG19",2015,"Genus3_spec",592
"SEG20",2015,"Genus3_spec",532
"SEG21",2015,"Genus3_spec",194
"SEG22",2015,"Genus3_spec",970
"SEG23",2015,"Genus3_spec",472
"SEG24",2015,"Genus3_spec",895
"SEG25",2015,"Genus3_spec",293
"SEG26",2015,"Genus3_spec",307
"SEG1",2015,"Genus3_spec",341
"SEG2",2015,"Genus3_spec",526
"SEG3",2015,"Genus3_spec",400
"SEG4",2015,"Genus3_spec",149
"SEG5",2015,"Genus3_spec",548
"SEG6",2015,"Genus3_spec",137
"SEG7",2015,"Genus3_spec",262
"SEG8",2015,"Genus3_spec",965
"SEG9",2015,"Genus3_spec",723
"SEG10",2015,"Genus3_spec",546
"SEG11",2015,"Genus3_spec",773
"SEG12",2015,"Genus3_spec",640
"SEG13",2015,"Genus3_spec",831
"SEW42",2015,"Genus3_spec",350
"SEW43",2015,"Genus3_spec",607
"SEW44",2015,"Genus3_spec",794
"SEW45",2015,"Genus3_spec",967
"SEW46",2015,"Genus3_spec",796
"SEW47",2015,"Genus3_spec",203
"SEW48",2015,"Genus3_spec",444
"SEW49",2015,"Genus3_spec",364
"SEW50",2015,"Genus3_spec",754
"SEW25",2015,"Genus3_spec",831
"SEW26",2015,"Genus3_spec",895
"SEW27",2015,"Genus3_spec",548
"SEW28",2015,"Genus3_spec",868
"SEW29",2015,"Genus3_spec",252
"SEW30",2015,"Genus3_spec",913
"SEW31",2015,"Genus3_spec",878
"SEW32",2015,"Genus3_spec",312
"SEW33",2015,"Genus3_spec",863
"SEW34",2015,"Genus3_spec",269
"SEW35",2015,"Genus3_spec",759
"SEW36",2015,"Genus3_spec",415
"SEW37",2015,"Genus3_spec",743
"SEW38",2015,"Genus3_spec",25
"SEW39",2015,"Genus3_spec",130
"SEW40",2015,"Genus3_spec",243
"SEW41",2015,"Genus3_spec",1
"SEW21",2015,"Genus3_spec",979
"SEW22",2015,"Genus3_spec",919
"SEW23",2015,"Genus3_spec",885
"SEW24",2015,"Genus3_spec",815
"HEW51",2015,"Genus3_spec",651
"SEW1",2015,"Genus3_spec",818
"SEW2",2015,"Genus3_spec",923
"SEW3",2015,"Genus3_spec",564
"SEW4",2015,"Genus3_spec",400
"SEW5",2015,"Genus3_spec",510
"SEW6",2015,"Genus3_spec",430
"SEW7",2015,"Genus3_spec",517
"SEW8",2015,"Genus3_spec",652
"SEW9",2015,"Genus3_spec",345
"SEW10",2015,"Genus3_spec",569
"SEW11",2015,"Genus3_spec",310
"SEW12",2015,"Genus3_spec",539
"SEW13",2015,"Genus3_spec",757
"SEW14",2015,"Genus3_spec",4
"SEW15",2015,"Genus3_spec",978
"SEW16",2015,"Genus3_spec",347
"SEW17",2015,"Genus3_spec",323
"SEW18",2015,"Genus3_spec",403
"SEW19",2015,"Genus3_spec",107
"SEW20",2015,"Genus3_spec",113
"HEW50",2015,"Genus3_spec",744
"HEW1",2015,"Genus3_spec",671
"HEW2",2015,"Genus3_spec",554
"HEW3",2015,"Genus3_spec",764
"HEW4",2015,"Genus3_spec",358
"HEW5",2015,"Genus3_spec",471
"HEW6",2015,"Genus3_spec",453
"HEW7",2015,"Genus3_spec",621
"HEW8",2015,"Genus3_spec",222
"HEW9",2015,"Genus3_spec",164
"HEW10",2015,"Genus3_spec",464
"HEW11",2015,"Genus3_spec",376
"HEW12",2015,"Genus3_spec",933
"HEW14",2015,"Genus3_spec",137
"HEW15",2015,"Genus3_spec",373
"HEW16",2015,"Genus3_spec",789
"HEW17",2015,"Genus3_spec",686
"HEW18",2015,"Genus3_spec",833
"HEW19",2015,"Genus3_spec",220
"HEW20",2015,"Genus3_spec",353
"HEW21",2015,"Genus3_spec",537
"HEW22",2015,"Genus3_spec",874
"HEW23",2015,"Genus3_spec",649
"HEW24",2015,"Genus3_spec",119
"HEW26",2015,"Genus3_spec",98
"HEW27",2015,"Genus3_spec",802
"HEW28",2015,"Genus3_spec",165
"HEW29",2015,"Genus3_spec",435
"HEW30",2015,"Genus3_spec",678
"HEW31",2015,"Genus3_spec",254
"HEW32",2015,"Genus3_spec",894
"HEW33",2015,"Genus3_spec",121
"HEW34",2015,"Genus3_spec",713
"HEW35",2015,"Genus3_spec",778
"HEW36",2015,"Genus3_spec",823
"HEW37",2015,"Genus3_spec",289
"HEW38",2015,"Genus3_spec",300
"HEW39",2015,"Genus3_spec",808
"HEW40",2015,"Genus3_spec",941
"HEW41",2015,"Genus3_spec",507
"HEW42",2015,"Genus3_spec",729
"HEW43",2015,"Genus3_spec",118
"HEW44",2015,"Genus3_spec",101
"HEW45",2015,"Genus3_spec",169
"HEW46",2015,"Genus3_spec",416
"HEW47",2015,"Genus3_spec",410
"HEW48",2015,"Genus3_spec",170
"HEW49",2015,"Genus3_spec",256
"HEW25",2015,"Genus3_spec",238
"SEG27",2015,"Genus3_spec",997
"SEG28",2015,"Genus3_spec",422
"SEG29",2015,"Genus3_spec",334
"SEG30",2015,"Genus3_spec",651
"SEG31",2015,"Genus3_spec",166
"SEG32",2015,"Genus3_spec",754
"SEG33",2015,"Genus3_spec",613
"SEG34",2015,"Genus3_spec",796
"SEG35",2015,"Genus3_spec",115
"SEG36",2015,"Genus3_spec",999
"SEG37",2015,"Genus3_spec",991
"SEG38",2015,"Genus3_spec",590
"SEG39",2015,"Genus3_spec",942
"SEG40",2015,"Genus3_spec",420
"SEG41",2015,"Genus3_spec",362
"SEG42",2015,"Genus3_spec",348
"SEG43",2015,"Genus3_spec",306
"SEG44",2015,"Genus3_spec",180
"SEG45",2015,"Genus3_spec",389
"SEG46",2015,"Genus3_spec",150
"AEG1",2015,"Genus3_spec",671
"AEG2",2015,"Genus3_spec",720
"AEG3",2015,"Genus3_spec",996
"AEG4",2015,"Genus3_spec",777
"AEG5",2015,"Genus3_spec",478
"AEG6",2015,"Genus3_spec",38
"AEG7",2015,"Genus3_spec",6
"AEG8",2015,"Genus3_spec",73
"AEG9",2015,"Genus3_spec",770
"AEG10",2015,"Genus3_spec",174
"AEG11",2015,"Genus3_spec",468
"AEG12",2015,"Genus3_spec",562
"AEG13",2015,"Genus3_spec",925
"AEG14",2015,"Genus3_spec",396
"AEG15",2015,"Genus3_spec",756
"AEG16",2015,"Genus3_spec",440
"AEG17",2015,"Genus3_spec",727
"AEG18",2015,"Genus3_spec",80
"AEG19",2015,"Genus3_spec",956
"SEG47",2015,"Genus3_spec",598
"SEG48",2015,"Genus3_spec",497
"SEG49",2015,"Genus3_spec",237
"SEG50",2015,"Genus3_spec",103
"AEG25",2015,"Genus3_spec",273
"AEG26",2015,"Genus3_spec",216
"AEG27",2015,"Genus3_spec",202
"AEG28",2015,"Genus3_spec",879
"AEG29",2015,"Genus3_spec",452
"AEG30",2015,"Genus3_spec",536
"AEG31",2015,"Genus3_spec",581
"AEG32",2015,"Genus3_spec",344
"AEG33",2015,"Genus3_spec",943
"AEG34",2015,"Genus3_spec",465
"AEG35",2015,"Genus3_spec",422
"AEG36",2015,"Genus3_spec",936
"AEG37",2015,"Genus3_spec",637
"AEG38",2015,"Genus3_spec",615
"AEG39",2015,"Genus3_spec",367
"AEG40",2015,"Genus3_spec",526
"AEG41",2015,"Genus3_spec",119
"AEG20",2015,"Genus3_spec",311
"AEG21",2015,"Genus3_spec",503
"AEG22",2015,"Genus3_spec",175
"AEG23",2015,"Genus3_spec",888
"AEG24",2015,"Genus3_spec",492
"AEG46",2015,"Genus3_spec",605
"AEG47",2015,"Genus3_spec",44
"AEG48",2015,"Genus3_spec",191
"AEG49",2015,"Genus3_spec",771
"AEG50",2015,"Genus3_spec",756
"AEW1",2015,"Genus3_spec",667
"AEW2",2015,"Genus3_spec",588
"AEW3",2015,"Genus3_spec",559
"AEW4",2015,"Genus3_spec",698
"AEW5",2015,"Genus3_spec",636
"AEW6",2015,"Genus3_spec",428
"AEW7",2015,"Genus3_spec",815
"AEW8",2015,"Genus3_spec",897
"AEW9",2015,"Genus3_spec",103
"AEW10",2015,"Genus3_spec",819
"AEG42",2015,"Genus3_spec",64
"AEG43",2015,"Genus3_spec",673
"AEG44",2015,"Genus3_spec",693
"AEG45",2015,"Genus3_spec",836
"AEW15",2015,"Genus3_spec",514
"AEW16",2015,"Genus3_spec",399
"AEW17",2015,"Genus3_spec",865
"AEW18",2015,"Genus3_spec",143
"AEW19",2015,"Genus3_spec",220
"AEW20",2015,"Genus3_spec",19
"AEW21",2015,"Genus3_spec",918
"AEW22",2015,"Genus3_spec",470
"AEW23",2015,"Genus3_spec",211
"AEW24",2015,"Genus3_spec",653
"AEW25",2015,"Genus3_spec",77
"AEW26",2015,"Genus3_spec",733
"AEW27",2015,"Genus3_spec",404
"AEW28",2015,"Genus3_spec",512
"AEW29",2015,"Genus3_spec",595
"AEW30",2015,"Genus3_spec",881
"AEW31",2015,"Genus3_spec",995
"AEW11",2015,"Genus3_spec",664
"AEW12",2015,"Genus3_spec",980
"AEW13",2015,"Genus3_spec",516
"AEW14",2015,"Genus3_spec",194
"AEW37",2015,"Genus3_spec",481
"AEW38",2015,"Genus3_spec",171
"AEW39",2015,"Genus3_spec",864
"AEW40",2015,"Genus3_spec",749
"AEW41",2015,"Genus3_spec",979
"AEW42",2015,"Genus3_spec",726
"AEW43",2015,"Genus3_spec",586
"AEW44",2015,"Genus3_spec",549
"AEW45",2015,"Genus3_spec",946
"AEW46",2015,"Genus3_spec",442
"AEW47",2015,"Genus3_spec",755
"AEW48",2015,"Genus3_spec",42
"AEW49",2015,"Genus3_spec",800
"AEW50",2015,"Genus3_spec",16
"HEG1",2015,"Genus3_spec",434
"HEG2",2015,"Genus3_spec",632
"HEG3",2015,"Genus3_spec",503
"AEW32",2015,"Genus3_spec",631
"AEW33",2015,"Genus3_spec",22
"AEW34",2015,"Genus3_spec",172
"AEW35",2015,"Genus3_spec",70
"AEW36",2015,"Genus3_spec",906
"HEG9",2015,"Genus3_spec",506
"HEG10",2015,"Genus3_spec",76
"HEG11",2015,"Genus3_spec",758
"HEG12",2015,"Genus3_spec",370
"HEG13",2015,"Genus3_spec",670
"HEG14",2015,"Genus3_spec",70
"HEG15",2015,"Genus3_spec",853
"HEG16",2015,"Genus3_spec",84
"HEG17",2015,"Genus3_spec",82
"HEG18",2015,"Genus3_spec",771
"HEG19",2015,"Genus3_spec",462
"HEG20",2015,"Genus3_spec",727
"HEG21",2015,"Genus3_spec",657
"HEG22",2015,"Genus3_spec",206
"HEG23",2015,"Genus3_spec",362
"HEG24",2015,"Genus3_spec",739
"HEG25",2015,"Genus3_spec",880
"HEG4",2015,"Genus3_spec",248
"HEG5",2015,"Genus3_spec",132
"HEG6",2015,"Genus3_spec",549
"HEG7",2015,"Genus3_spec",274
"HEG8",2015,"Genus3_spec",39
"HEG26",2015,"Genus3_spec",72
"HEG27",2015,"Genus3_spec",511
"HEG28",2015,"Genus3_spec",78
"HEG29",2015,"Genus3_spec",21
"HEG30",2015,"Genus3_spec",178
"HEG31",2015,"Genus3_spec",216
"HEG32",2015,"Genus3_spec",189
"HEG33",2015,"Genus3_spec",104
"HEG34",2015,"Genus3_spec",682
"HEG35",2015,"Genus3_spec",895
"HEG36",2015,"Genus3_spec",491
"HEG37",2015,"Genus3_spec",36
"HEG38",2015,"Genus3_spec",611
"HEG39",2015,"Genus3_spec",54
"HEG40",2015,"Genus3_spec",699
"HEG41",2015,"Genus3_spec",197
"HEG42",2015,"Genus3_spec",558
"HEG43",2015,"Genus3_spec",758
"HEG44",2015,"Genus3_spec",212
"HEG45",2015,"Genus3_spec",722
"HEG46",2015,"Genus3_spec",998
"HEG47",2015,"Genus3_spec",177
"HEG48",2015,"Genus3_spec",139
"HEG49",2015,"Genus3_spec",207
"HEG50",2015,"Genus3_spec",518
"HEW13",2016,"Genus1_epithet1",306
"SEG14",2016,"Genus1_epithet1",93
"SEG15",2016,"Genus1_epithet1",144
"SEG16",2016,"Genus1_epithet1",227
"SEG17",2016,"Genus1_epithet1",469
"SEG18",2016,"Genus1_epithet1",322
"SEG19",2016,"Genus1_epithet1",186
"SEG20",2016,"Genus1_epithet1",83
"SEG21",2016,"Genus1_epithet1",363
"SEG22",2016,"Genus1_epithet1",25
"SEG23",2016,"Genus1_epithet1",228
"SEG24",2016,"Genus1_epithet1",497
"SEG25",2016,"Genus1_epithet1",102
"SEG26",2016,"Genus1_epithet1",493
"SEG1",2016,"Genus1_epithet1",381
"SEG2",2016,"Genus1_epithet1",141
"SEG3",2016,"Genus1_epithet1",66
"SEG4",2016,"Genus1_epithet1",264
"SEG5",2016,"Genus1_epithet1",112
"SEG6",2016,"Genus1_epithet1",364
"SEG7",2016,"Genus1_epithet1",151
"SEG8",2016,"Genus1_epithet1",75
"SEG9",2016,"Genus1_epithet1",178
"SEG10",2016,"Genus1_epithet1",92
"SEG11",2016,"Genus1_epithet1",358
"SEG12",2016,"Genus1_epithet1",246
"SEG13",2016,"Genus1_epithet1",245
"SEW42",2016,"Genus1_epithet1",52
"SEW43",2016,"Genus1_epithet1",433
"SEW44",2016,"Genus1_epithet1",36
"SEW45",2016,"Genus1_epithet1",271
"SEW46",2016,"Genus1_epithet1",480
"SEW47",2016,"Genus1_epithet1",63
"SEW48",2016,"Genus1_epithet1",6
"SEW49",2016,"Genus1_epithet1",239
"SEW50",2016,"Genus1_epithet1",105
"SEW25",2016,"Genus1_epithet1",40
"SEW26",2016,"Genus1_epithet1",226
"SEW27",2016,"Genus1_epithet1",40
"SEW28",2016,"Genus1_epithet1",227
"SEW29",2016,"Genus1_epithet1",145
"SEW30",2016,"Genus1_epithet1",43
"SEW31",2016,"Genus1_epithet1",224
"SEW32",2016,"Genus1_epithet1",63
"SEW33",2016,"Genus1_epithet1",410
"SEW34",2016,"Genus1_epithet1",61
"SEW35",2016,"Genus1_epithet1",378
"SEW36",2016,"Genus1_epithet1",211
"SEW37",2016,"Genus1_epithet1",358
"SEW38",2016,"Genus1_epithet1",188
"SEW39",2016,"Genus1_epithet1",329
"SEW40",2016,"Genus1_epithet1",321
"SEW41",2016,"Genus1_epithet1",399
"SEW21",2016,"Genus1_epithet1",362
"SEW22",2016,"Genus1_epithet1",375
"SEW23",2016,"Genus1_epithet1",372
"SEW24",2016,"Genus1_epithet1",425
"HEW51",2016,"Genus1_epithet1",457
"SEW1",2016,"Genus1_epithet1",73
"SEW2",2016,"Genus1_epithet1",168
"SEW3",2016,"Genus1_epithet1",426
"SEW4",2016,"Genus1_epithet1",87
"SEW5",2016,"Genus1_epithet1",455
"SEW6",2016,"Genus1_epithet1",164
"SEW7",2016,"Genus1_epithet1",247
"SEW8",2016,"Genus1_epithet1",376
"SEW9",2016,"Genus1_epithet1",173
"SEW10",2016,"Genus1_epithet1",313
"SEW11",2016,"Genus1_epithet1",277
"SEW12",2016,"Genus1_epithet1",311
"SEW13",2016,"Genus1_epithet1",8
"SEW14",2016,"Genus1_epithet1",500
"SEW15",2016,"Genus1_epithet1",17
"SEW16",2016,"Genus1_epithet1",381
"SEW17",2016,"Genus1_epithet1",6
"SEW18",2016,"Genus1_epithet1",107
"SEW19",2016,"Genus1_epithet1",157
"SEW20",2016,"Genus1_epithet1",462
"HEW50",2016,"Genus1_epithet1",322
"HEW1",2016,"Genus1_epithet1",489
"HEW2",2016,"Genus1_epithet1",382
"HEW3",2016,"Genus1_epithet1",59
"HEW4",2016,"Genus1_epithet1",488
"HEW5",2016,"Genus1_epithet1",472
"HEW6",2016,"Genus1_epithet1",144
"HEW7",2016,"Genus1_epithet1",42
"HEW8",2016,"Genus1_epithet1",129
"HEW9",2016,"Genus1_epithet1",436
"HEW10",2016,"Genus1_epithet1",45
"HEW11",2016,"Genus1_epithet1",48
"HEW12",2016,"Genus1_epithet1",410
"HEW14",2016,"Genus1_epithet1",206
"HEW15",2016,"Genus1_epithet1",214
"HEW16",2016,"Genus1_epithet1",172
"HEW17",2016,"Genus1_epithet1",361
"HEW18",2016,"Genus1_epithet1",14
"HEW19",2016,"Genus1_epithet1",161
"HEW20",2016,"Genus1_epithet1",366
"HEW21",2016,"Genus1_epithet1",144
"HEW22",2016,"Genus1_epithet1",345
"HEW23",2016,"Genus1_epithet1",394
"HEW24",2016,"Genus1_epithet1",362
"HEW26",2016,"Genus1_epithet1",159
"HEW27",2016,"Genus1_epithet1",10
"HEW28",2016,"Genus1_epithet1",320
"HEW29",2016,"Genus1_epithet1",187
"HEW30",2016,"Genus1_epithet1",375
"HEW31",2016,"Genus1_epithet1",310
"HEW32",2016,"Genus1_epithet1",241
"HEW33",2016,"Genus1_epithet1",32
"HEW34",2016,"Genus1_epithet1",495
"HEW35",2016,"Genus1_epithet1",73
"HEW36",2016,"Genus1_epithet1",286
"HEW37",2016,"Genus1_epithet1",136
"HEW38",2016,"Genus1_epithet1",99
"HEW39",2016,"Genus1_epithet1",50
"HEW40",2016,"Genus1_epithet1",420
"HEW41",2016,"Genus1_epithet1",43
"HEW42",2016,"Genus1_epithet1",316
"HEW43",2016,"Genus1_epithet1",403
"HEW44",2016,"Genus1_epithet1",306
"HEW45",2016,"Genus1_epithet1",269
"HEW46",2016,"Genus1_epithet1",201
"HEW47",2016,"Genus1_epithet1",238
"HEW48",2016,"Genus1_epithet1",136
"HEW49",2016,"Genus1_epithet1",121
"HEW25",2016,"Genus1_epithet1",122
"SEG27",2016,"Genus1_epithet1",351
"SEG28",2016,"Genus1_epithet1",174
"SEG29",2016,"Genus1_epithet1",88
"SEG30",2016,"Genus1_epithet1",355
"SEG31",2016,"Genus1_epithet1",165
"SEG32",2016,"Genus1_epithet1",414
"SEG33",2016,"Genus1_epithet1",466
"SEG34",2016,"Genus1_epithet1",111
"SEG35",2016,"Genus1_epithet1",181
"SEG36",2016,"Genus1_epithet1",296
"SEG37",2016,"Genus1_epithet1",294
"SEG38",2016,"Genus1_epithet1",54
"SEG39",2016,"Genus1_epithet1",382
"SEG40",2016,"Genus1_epithet1",15
"SEG41",2016,"Genus1_epithet1",133
"SEG42",2016,"Genus1_epithet1",287
"SEG43",2016,"Genus1_epithet1",469
"SEG44",2016,"Genus1_epithet1",384
"SEG45",2016,"Genus1_epithet1",116
"SEG46",2016,"Genus1_epithet1",231
"AEG1",2016,"Genus1_epithet1",382
"AEG2",2016,"Genus1_epithet1",257
"AEG3",2016,"Genus1_epithet1",317
"AEG4",2016,"Genus1_epithet1",105
"AEG5",2016,"Genus1_epithet1",55
"AEG6",2016,"Genus1_epithet1",151
"AEG7",2016,"Genus1_epithet1",314
"AEG8",2016,"Genus1_epithet1",395
"AEG9",2016,"Genus1_epithet1",422
"AEG10",2016,"Genus1_epithet1",220
"AEG11",2016,"Genus1_epithet1",237
"AEG12",2016,"Genus1_epithet1",402
"AEG13",2016,"Genus1_epithet1",411
"AEG14",2016,"Genus1_epithet1",354
"AEG15",2016,"Genus1_epithet1",322
"AEG16",2016,"Genus1_epithet1",343
"AEG17",2016,"Genus1_epithet1",355
"AEG18",2016,"Genus1_epithet1",406
"AEG19",2016,"Genus1_epithet1",197
"SEG47",2016,"Genus1_epithet1",266
"SEG48",2016,"Genus1_epithet1",420
"SEG49",2016,"Genus1_epithet1",135
"SEG50",2016,"Genus1_epithet1",468
"AEG25",2016,"Genus1_epithet1",469
"AEG26",2016,"Genus1_epithet1",438
"AEG27",2016,"Genus1_epithet1",408
"AEG28",2016,"Genus1_epithet1",152
"AEG29",2016,"Genus1_epithet1",139
"AEG30",2016,"Genus1_epithet1",430
"AEG31",2016,"Genus1_epithet1",75
"AEG32",2016,"Genus1_epithet1",310
"AEG33",2016,"Genus1_epithet1",163
"AEG34",2016,"Genus1_epithet1",383
"AEG35",2016,"Genus1_epithet1",365
