"EP_Plotid","Richness","Menhinick","Margalef","Shannon","Simpson","Simpson_inv"
"SEW45",7772,3.08095397983855,496.03962830439,7.2846705082505,0.999099695309728,1110.73507758598
"SEW46",7850,3.11189138777358,501.018882687231,7.28241236293051,0.999092993406602,1102.52781763539
"SEW47",7839,3.10752711307166,500.316653283532,7.29732216502887,0.999108518374501,1121.72811126668
"SEW48",7854,3.11347926666481,501.274256714245,7.28208405321015,0.999088598783317,1097.21161404635
"SEW49",7867,3.11864031741246,502.104231435156,7.28614779035077,0.999092976140339,1102.50682972564
"SEW5",7776,3.08255490742467,496.295270536469,7.28387236480029,0.999101348157186,1112.7779996189
"SEW50",7745,3.07024227381774,494.31598674038,7.2530808384838,0.999061822068076,1065.89588815996
"SEW6",7769,3.0797746499539,495.848335786729,7.25257970724958,0.999062871193134,1067.08916925062
"SEW7",7899,3.13129428141044,504.14621511706,7.30155104302964,0.999115898659312,1131.09205243578
"SEW8",7909,3.1352705179129,504.784784594898,7.2714111259992,0.999075827357013,1082.04890892272
"SEW9",7787,3.08691891323061,496.997494413141,7.28589757579553,0.999091515165918,1100.7338399994
